Compound,Date,Negative,Neutral,Positive,Target,Tweet,Tweets Ago
0.4939,Fri Mar 23 22:33:04 +0000 2018,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,22
0.8997,Fri Mar 23 22:32:48 +0000 2018,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",23
0.0,Thu Mar 22 22:10:29 +0000 2018,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,24
0.7081,Thu Mar 22 20:52:02 +0000 2018,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,25
0.636,Thu Mar 22 00:23:38 +0000 2018,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,26
0.0,Wed Mar 21 18:00:01 +0000 2018,1.0,0.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,27
0.5106,Tue Mar 20 20:00:01 +0000 2018,0.858,0.0,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,28
0.0,Tue Mar 20 17:58:43 +0000 2018,1.0,0.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,29
0.5562,Tue Mar 20 16:52:42 +0000 2018,0.826,0.0,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,30
0.0,Tue Mar 20 16:11:00 +0000 2018,1.0,0.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",31
0.7845,Mon Mar 19 21:02:26 +0000 2018,0.619,0.072,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",32
0.0,Sun Mar 18 23:44:30 +0000 2018,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,33
0.6514,Sun Mar 18 18:05:43 +0000 2018,0.787,0.0,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,34
0.1867,Sun Mar 18 17:09:53 +0000 2018,0.92,0.0,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",35
0.0,Sat Mar 17 19:00:02 +0000 2018,1.0,0.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",36
0.6166,Sat Mar 17 17:42:43 +0000 2018,0.839,0.0,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,37
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.753,0.0,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,38
0.296,Fri Mar 16 22:53:21 +0000 2018,0.896,0.0,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,39
0.0,Fri Mar 16 18:15:53 +0000 2018,1.0,0.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",40
0.6996,Fri Mar 23 22:33:52 +0000 2018,0.806,0.0,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,41
0.4939,Fri Mar 23 22:33:04 +0000 2018,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,42
0.8997,Fri Mar 23 22:32:48 +0000 2018,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",43
0.0,Thu Mar 22 22:10:29 +0000 2018,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,44
0.7081,Thu Mar 22 20:52:02 +0000 2018,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,45
0.636,Thu Mar 22 00:23:38 +0000 2018,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,46
0.0,Wed Mar 21 18:00:01 +0000 2018,1.0,0.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,47
0.5106,Tue Mar 20 20:00:01 +0000 2018,0.858,0.0,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,48
0.0,Tue Mar 20 17:58:43 +0000 2018,1.0,0.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,49
0.5562,Tue Mar 20 16:52:42 +0000 2018,0.826,0.0,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,50
0.0,Tue Mar 20 16:11:00 +0000 2018,1.0,0.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",51
0.7845,Mon Mar 19 21:02:26 +0000 2018,0.619,0.072,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",52
0.0,Sun Mar 18 23:44:30 +0000 2018,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,53
0.6514,Sun Mar 18 18:05:43 +0000 2018,0.787,0.0,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,54
0.1867,Sun Mar 18 17:09:53 +0000 2018,0.92,0.0,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",55
0.0,Sat Mar 17 19:00:02 +0000 2018,1.0,0.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",56
0.6166,Sat Mar 17 17:42:43 +0000 2018,0.839,0.0,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,57
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.753,0.0,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,58
0.296,Fri Mar 16 22:53:21 +0000 2018,0.896,0.0,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,59
0.0,Fri Mar 16 18:15:53 +0000 2018,1.0,0.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",60
0.6996,Fri Mar 23 22:33:52 +0000 2018,0.806,0.0,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,61
0.4939,Fri Mar 23 22:33:04 +0000 2018,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,62
0.8997,Fri Mar 23 22:32:48 +0000 2018,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",63
0.0,Thu Mar 22 22:10:29 +0000 2018,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,64
0.7081,Thu Mar 22 20:52:02 +0000 2018,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,65
0.636,Thu Mar 22 00:23:38 +0000 2018,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,66
0.0,Wed Mar 21 18:00:01 +0000 2018,1.0,0.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,67
0.5106,Tue Mar 20 20:00:01 +0000 2018,0.858,0.0,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,68
0.0,Tue Mar 20 17:58:43 +0000 2018,1.0,0.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,69
0.5562,Tue Mar 20 16:52:42 +0000 2018,0.826,0.0,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,70
0.0,Tue Mar 20 16:11:00 +0000 2018,1.0,0.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",71
0.7845,Mon Mar 19 21:02:26 +0000 2018,0.619,0.072,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",72
0.0,Sun Mar 18 23:44:30 +0000 2018,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,73
0.6514,Sun Mar 18 18:05:43 +0000 2018,0.787,0.0,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,74
0.1867,Sun Mar 18 17:09:53 +0000 2018,0.92,0.0,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",75
0.0,Sat Mar 17 19:00:02 +0000 2018,1.0,0.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",76
0.6166,Sat Mar 17 17:42:43 +0000 2018,0.839,0.0,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,77
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.753,0.0,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,78
0.296,Fri Mar 16 22:53:21 +0000 2018,0.896,0.0,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,79
0.0,Fri Mar 16 18:15:53 +0000 2018,1.0,0.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",80
0.6996,Fri Mar 23 22:33:52 +0000 2018,0.806,0.0,0.194,CBS,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,81
0.4939,Fri Mar 23 22:33:04 +0000 2018,0.686,0.0,0.314,CBS,RT @SEALTeamCBS: In honor of #NationalPuppyDay... 😍 #SEALTeam https://t.co/4mIZPpiRlU,82
0.8997,Fri Mar 23 22:32:48 +0000 2018,0.645,0.0,0.355,CBS,"RT @HawaiiFive0CBS: Nothing like a man and his dog! 😍🐶 Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",83
0.0,Thu Mar 22 22:10:29 +0000 2018,1.0,0.0,0.0,CBS,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,84
0.7081,Thu Mar 22 20:52:02 +0000 2018,0.623,0.066,0.311,CBS,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,85
0.636,Thu Mar 22 00:23:38 +0000 2018,0.802,0.0,0.198,CBS,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,86
0.0,Wed Mar 21 18:00:01 +0000 2018,1.0,0.0,0.0,CBS,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,87
0.5106,Tue Mar 20 20:00:01 +0000 2018,0.858,0.0,0.142,CBS,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,88
0.0,Tue Mar 20 17:58:43 +0000 2018,1.0,0.0,0.0,CBS,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,89
0.5562,Tue Mar 20 16:52:42 +0000 2018,0.826,0.0,0.174,CBS,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,90
0.0,Tue Mar 20 16:11:00 +0000 2018,1.0,0.0,0.0,CBS,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",91
0.7845,Mon Mar 19 21:02:26 +0000 2018,0.619,0.072,0.309,CBS,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ❤️ Get ready to celebrate 45 years of #YR starting in just…",92
0.0,Sun Mar 18 23:44:30 +0000 2018,1.0,0.0,0.0,CBS,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,93
0.6514,Sun Mar 18 18:05:43 +0000 2018,0.787,0.0,0.213,CBS,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,94
0.1867,Sun Mar 18 17:09:53 +0000 2018,0.92,0.0,0.08,CBS,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",95
0.0,Sat Mar 17 19:00:02 +0000 2018,1.0,0.0,0.0,CBS,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",96
0.6166,Sat Mar 17 17:42:43 +0000 2018,0.839,0.0,0.161,CBS,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,97
0.7096,Sat Mar 17 14:00:03 +0000 2018,0.753,0.0,0.247,CBS,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,98
0.296,Fri Mar 16 22:53:21 +0000 2018,0.896,0.0,0.104,CBS,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,99
0.0,Fri Mar 16 18:15:53 +0000 2018,1.0,0.0,0.0,CBS,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",100
0.2846,Sat Mar 24 04:47:27 +0000 2018,0.634,0.15,0.216,CNN,These New York police officers were outnumbered in this adorable snowball fight https://t.co/BOxryZ3vmA,1
0.0,Sat Mar 24 04:31:05 +0000 2018,1.0,0.0,0.0,CNN,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/KUetUTpnKz",2
0.0,Sat Mar 24 04:16:01 +0000 2018,1.0,0.0,0.0,CNN,Elon Musk nonchalantly erased Tesla and SpaceX from Facebook https://t.co/qMDTGmYeVE https://t.co/gzNLaDAlAU,3
-0.7096,Sat Mar 24 04:08:06 +0000 2018,0.763,0.237,0.0,CNN,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/ki9WVaTFdx",4
-0.5574,Sat Mar 24 04:01:01 +0000 2018,0.833,0.167,0.0,CNN,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/4sYmt1UnBA",5
0.3182,Sat Mar 24 03:54:21 +0000 2018,0.881,0.0,0.119,CNN,"North Korea accepts South Korea’s proposal to hold high-level talks on March 29, Seoul's Unification Ministry says… https://t.co/NklKxXah6N",6
0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,CNN,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,7
-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,CNN,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,8
0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,CNN,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,9
-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,CNN,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",10
0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,CNN,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,11
0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,CNN,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,12
0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,CNN,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",13
-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,CNN,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",14
-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,CNN,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,15
0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,CNN,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",16
-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,CNN,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",17
-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,CNN,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,18
-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,CNN,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",19
-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,CNN,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,20
0.2846,Sat Mar 24 04:47:27 +0000 2018,0.634,0.15,0.216,CNN,These New York police officers were outnumbered in this adorable snowball fight https://t.co/BOxryZ3vmA,21
0.0,Sat Mar 24 04:31:05 +0000 2018,1.0,0.0,0.0,CNN,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/KUetUTpnKz",22
0.0,Sat Mar 24 04:16:01 +0000 2018,1.0,0.0,0.0,CNN,Elon Musk nonchalantly erased Tesla and SpaceX from Facebook https://t.co/qMDTGmYeVE https://t.co/gzNLaDAlAU,23
-0.7096,Sat Mar 24 04:08:06 +0000 2018,0.763,0.237,0.0,CNN,"When a gunman killed 26 at her school, Lauren Milgram, then just 6, hid in a bathroom. Now, the 12-year-old is marc… https://t.co/ki9WVaTFdx",24
-0.5574,Sat Mar 24 04:01:01 +0000 2018,0.833,0.167,0.0,CNN,"Sudan, a northern white rhino and the last male of his subspecies, has died. Photographer @Amivee chronicled the fi… https://t.co/4sYmt1UnBA",25
0.3182,Sat Mar 24 03:54:21 +0000 2018,0.881,0.0,0.119,CNN,"North Korea accepts South Korea’s proposal to hold high-level talks on March 29, Seoul's Unification Ministry says… https://t.co/NklKxXah6N",26
0.7096,Sat Mar 24 03:45:18 +0000 2018,0.642,0.087,0.272,CNN,How much of a struggle is it for transgender or intersex individuals to find acceptance and love in modern-day Indi… https://t.co/tIuvh9nxQY,27
-0.1796,Sat Mar 24 03:36:03 +0000 2018,0.693,0.169,0.138,CNN,The Trump era has been very good to Iraq War hawks | Analysis by CNN's Gregory Krieg https://t.co/V7rmQ91TcY https://t.co/bTKR2Vtt6C,28
0.128,Sat Mar 24 03:31:06 +0000 2018,0.919,0.0,0.081,CNN,At least one investigation has been launched into how a senior adviser to Veterans Affairs Secretary David Shulkin… https://t.co/obTgPuXNkK,29
-0.5423,Sat Mar 24 03:16:04 +0000 2018,0.8,0.2,0.0,CNN,"A video shows a fatal police shooting of an Illinois woman, and her family wants answers https://t.co/22G4LKFKj8",30
0.0,Sat Mar 24 03:07:37 +0000 2018,1.0,0.0,0.0,CNN,The 26 oddest lines from Donald Trump's totally bizarro omnibus signing announcement | Analysis by CNN's Chris Cill… https://t.co/a8gg0xIxix,31
0.0,Sat Mar 24 03:01:02 +0000 2018,0.769,0.115,0.115,CNN,Exclusive: Inside the base that would oversee a US nuclear strike https://t.co/KIFZL3gMMz https://t.co/fpqL5PGdqW,32
0.0,Sat Mar 24 02:51:23 +0000 2018,1.0,0.0,0.0,CNN,"Why I'm marching on Saturday ... in a wheelchair || Karina Vargas, who was shot outside her school in Colorado, wri… https://t.co/NlVwhhbu8C",33
-0.5574,Sat Mar 24 02:46:03 +0000 2018,0.847,0.153,0.0,CNN,"Five years on, Chinese doctor Zhang Qimao still simmers with rage over what happened to her when she reported a sex… https://t.co/adCpsQVwZg",34
-0.5574,Sat Mar 24 02:37:07 +0000 2018,0.833,0.167,0.0,CNN,RT @CNNTonight: The White House announces a policy to ban most transgender troops from serving in the military https://t.co/L8gejLhYc9 http…,35
0.743,Sat Mar 24 02:36:48 +0000 2018,0.76,0.0,0.24,CNN,"RT @AC360: Former Cambridge Analytica staff say a super PAC run by John Bolton, President Trump's new national security adviser, used the c…",36
-0.3818,Sat Mar 24 02:35:41 +0000 2018,0.86,0.14,0.0,CNN,"With Lt. Gen H.R. McMaster's departure, the White House is losing a real warrior, writes @peterbergencnn via… https://t.co/dSVJ5WvKgM",37
-0.2732,Sat Mar 24 02:30:18 +0000 2018,0.9,0.1,0.0,CNN,The lawyer representing the porn star suing President Donald Trump called a tweet he posted of an apparent data dis… https://t.co/Y8bkEh0OmG,38
-0.5719,Sat Mar 24 02:16:07 +0000 2018,0.793,0.207,0.0,CNN,"Former Deputy FBI Director Andrew McCabe is speaking out about his recent firing, saying the allegations of ""lack o… https://t.co/k2ORmOkeeH",39
-0.2732,Sat Mar 24 02:09:35 +0000 2018,0.913,0.087,0.0,CNN,Why build a bigger cruise ship when you can just cut one in half and add an extra 50 feet to the middle?… https://t.co/Gk41THywKV,40
