Compound,Date,Negative,Neutral,Positive,Target,Tweet,Tweets Ago
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,76
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",77
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,78
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",79
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,80
0.0,Fri Mar 23 23:03:00 +0000 2018,1.0,0.0,0.0,FOX,That #FridayFeeling. 🙌 #Lucifer https://t.co/O7efenFaCg,81
0.0,Fri Mar 23 20:30:02 +0000 2018,1.0,0.0,0.0,FOX,"We'd say name a more iconic duo, but you can't. 👏 #Empire https://t.co/reBacVJMRx",82
0.5093,Fri Mar 23 20:25:52 +0000 2018,0.708,0.0,0.292,FOX,RT @ResidentFOX: RETWEET your favorite #CoNic moment! 😍👇 #TheResident,83
0.0,Fri Mar 23 18:58:06 +0000 2018,1.0,0.0,0.0,FOX,RT @NewGirlonFOX: Puppy. In. A. Cup. 🐶☕️😭 #NationalPuppyDay #NewGirl https://t.co/19Gp9JZQ44,84
0.0,Fri Mar 23 16:30:00 +0000 2018,1.0,0.0,0.0,FOX,Preach. #911onFOX https://t.co/lXWeC6Pa21,85
0.6557,Fri Mar 23 13:00:04 +0000 2018,0.737,0.0,0.263,FOX,Pizza is always a good idea... so is #MasterChefJunior. 😋 Join us in the kitchen — tonight at 8/7c. https://t.co/XVkf1YJN88,86
0.0,Thu Mar 22 23:31:00 +0000 2018,1.0,0.0,0.0,FOX,Don't ever change Linda. 🍷 #BobsBurgers https://t.co/IRp7ia5sV0,87
0.3612,Thu Mar 22 20:31:00 +0000 2018,0.815,0.0,0.185,FOX,Get ready to groove. #ShowtimeAtTheApollo is all-new TONIGHT at 9/8c. 🕺🎶 https://t.co/tX5V1AYTUg,88
0.1139,Thu Mar 22 17:23:11 +0000 2018,0.922,0.0,0.078,FOX,Her story is a fairytale for the modern age. Don't miss Meghan Markle: An #AmericanPrincess premiering May 11. 👑https://t.co/ahmrenw6VM,89
0.8357,Thu Mar 22 16:30:01 +0000 2018,0.574,0.0,0.426,FOX,So ready for these lovely ladies to be gracing our screen again. #STAR ❤️ https://t.co/wOUaUhUb8h,90
0.0,Thu Mar 22 13:00:00 +0000 2018,1.0,0.0,0.0,FOX,Stream the heart-pounding season finale of #911onFOX now: https://t.co/gx1exd6hbP https://t.co/79sYlTfdAz,91
-0.2244,Wed Mar 21 23:36:08 +0000 2018,0.914,0.086,0.0,FOX,RT @EmpireFOX: #Empire returns in one week! Don’t miss all the tea that’s being served NOW on the @Twitter #EmpirePreShow https://t.co/11H4…,92
-0.296,Wed Mar 21 23:36:00 +0000 2018,0.694,0.306,0.0,FOX,"We've missed you, Peralta. #Brooklyn99 https://t.co/l5klFlLFrl",93
0.0,Wed Mar 21 20:30:01 +0000 2018,1.0,0.0,0.0,FOX,"👽 Do you believe? 👽 
TONIGHT at 8/7c 
#TheXFiles https://t.co/faw0W9V0x4",94
0.4003,Wed Mar 21 16:35:00 +0000 2018,0.748,0.0,0.252,FOX,Get excited! 🎉 You're taking a trip from #LAtoVegas: https://t.co/nfqVfhytVZ https://t.co/L0FL07qtDo,95
0.0,Wed Mar 21 13:04:00 +0000 2018,1.0,0.0,0.0,FOX,Prepare yourself for the jaw-dropping season finale of #911onFOX — TONIGHT at 9/8c. https://t.co/8SCf3JUDKT,96
0.3182,Wed Mar 21 00:47:59 +0000 2018,0.887,0.0,0.113,FOX,"RT @thexfiles: We've NEVER been closer to the truth. 🚬 

Watch the trailer for tomorrow's season finale NOW. #TheXFiles https://t.co/SUx7Hf…",97
0.3612,Tue Mar 20 23:31:00 +0000 2018,0.828,0.0,0.172,FOX,RETWEET if you're ready for Kween Cookie to return to her #Empire. 🍪 https://t.co/w1kNwZtu3n,98
0.6103,Tue Mar 20 21:52:01 +0000 2018,0.778,0.0,0.222,FOX,"RT @LoveConnection: Lovers, UNITE! 😍😍😍
Season 2 of #LoveConnection PREMIERES Tuesday, May 29 on @FOXTV! https://t.co/AY49PaBxCa",99
0.8176,Tue Mar 20 21:51:53 +0000 2018,0.702,0.0,0.298,FOX,RT @davidduchovny: Thanks for all the questions and support this season. It’s always been about the fans and the creative. See you tomorrow…,100
0.4019,Sat Mar 24 04:39:15 +0000 2018,0.787,0.0,0.213,The New York Times,Trump Approves New Limits on Transgender Troops in the Military https://t.co/QbU2NftGFW,1
-0.5106,Sat Mar 24 04:21:01 +0000 2018,0.845,0.155,0.0,The New York Times,RT @nytopinion: In 2005 the Republican controlled Senate Foreign Relations Committee rejected John Bolton as President Bush's U.N. ambassad…,2
0.0,Sat Mar 24 04:02:03 +0000 2018,1.0,0.0,0.0,The New York Times,Why did this man kayak across the Atlantic Ocean 3 times? https://t.co/AVNoLa9s9U,3
0.34,Sat Mar 24 03:57:56 +0000 2018,0.854,0.0,0.146,The New York Times,How the Left and the Right Reacted to John Bolton as National Security Adviser https://t.co/1vMikv1PJa,4
-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,The New York Times,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",5
0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,The New York Times,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,6
-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,The New York Times,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,7
0.6808,Sat Mar 24 03:32:02 +0000 2018,0.65,0.081,0.268,The New York Times,"Math “constitutes the language through which alone we can adequately express the great facts of the natural world,”… https://t.co/83Ug5Ql4Gh",8
0.0,Sat Mar 24 03:17:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytpolitics: In an NYT interview in 2002, John Bolton was asked about the Bush administration's stance on North Korea. He grabbed a nea…",9
0.0258,Sat Mar 24 03:05:06 +0000 2018,0.667,0.164,0.169,The New York Times,RT @NYTSports: Kansas survived a late scare from Clemson to advance to the regional final.  https://t.co/WY4CDmv5t2,10
-0.3612,Sat Mar 24 03:02:03 +0000 2018,0.848,0.152,0.0,The New York Times,"“People say, write what you know, but it’s really, write about what obsesses you.” https://t.co/C2Yv7H5h2u",11
0.0,Sat Mar 24 02:52:19 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTSports: Once West Virginia's leading scorer fouled out with 15 minutes left, top-seeded Villanova pulled away to advance to the East…",12
0.5859,Sat Mar 24 02:47:03 +0000 2018,0.789,0.0,0.211,The New York Times,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/vLckifnXWU,13
0.0,Sat Mar 24 02:32:02 +0000 2018,1.0,0.0,0.0,The New York Times,Can coffee rev up your workout? It may depend on your genes. https://t.co/ay3k3UI71Q,14
0.3612,Sat Mar 24 02:17:03 +0000 2018,0.898,0.0,0.102,The New York Times,"RT @julieturkewitz: “It’s going to look like millions and millions of people,” said Rebecca Schneid, 16, who is the editor of the newspaper…",15
0.0,Sat Mar 24 02:02:15 +0000 2018,1.0,0.0,0.0,The New York Times,"""Hamilton,"" ""Frozen"" and many Broadway shows all rehearse in one building in New York City. We take you behind the… https://t.co/DnTc9rvb48",16
-0.6486,Sat Mar 24 01:47:04 +0000 2018,0.815,0.185,0.0,The New York Times,4 members of an Iowa family who traveled to Mexico for vacation were found dead in a condominium. Officials said th… https://t.co/YRRZEYdRhT,17
0.8555,Sat Mar 24 01:32:04 +0000 2018,0.704,0.0,0.296,The New York Times,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",18
0.5994,Sat Mar 24 01:17:04 +0000 2018,0.83,0.0,0.17,The New York Times,"RT @NYTObits: H. Wayne Huizenga, the entrepreneur who expanded Blockbuster video and AutoNation into vast enterprises and owned three South…",19
0.0,Sat Mar 24 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ixJlyCMrwZ,20
0.4019,Sat Mar 24 04:39:15 +0000 2018,0.787,0.0,0.213,The New York Times,Trump Approves New Limits on Transgender Troops in the Military https://t.co/QbU2NftGFW,21
-0.5106,Sat Mar 24 04:21:01 +0000 2018,0.845,0.155,0.0,The New York Times,RT @nytopinion: In 2005 the Republican controlled Senate Foreign Relations Committee rejected John Bolton as President Bush's U.N. ambassad…,22
0.0,Sat Mar 24 04:02:03 +0000 2018,1.0,0.0,0.0,The New York Times,Why did this man kayak across the Atlantic Ocean 3 times? https://t.co/AVNoLa9s9U,23
0.34,Sat Mar 24 03:57:56 +0000 2018,0.854,0.0,0.146,The New York Times,How the Left and the Right Reacted to John Bolton as National Security Adviser https://t.co/1vMikv1PJa,24
-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,The New York Times,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",25
0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,The New York Times,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,26
-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,The New York Times,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,27
0.6808,Sat Mar 24 03:32:02 +0000 2018,0.65,0.081,0.268,The New York Times,"Math “constitutes the language through which alone we can adequately express the great facts of the natural world,”… https://t.co/83Ug5Ql4Gh",28
0.0,Sat Mar 24 03:17:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytpolitics: In an NYT interview in 2002, John Bolton was asked about the Bush administration's stance on North Korea. He grabbed a nea…",29
0.0258,Sat Mar 24 03:05:06 +0000 2018,0.667,0.164,0.169,The New York Times,RT @NYTSports: Kansas survived a late scare from Clemson to advance to the regional final.  https://t.co/WY4CDmv5t2,30
-0.3612,Sat Mar 24 03:02:03 +0000 2018,0.848,0.152,0.0,The New York Times,"“People say, write what you know, but it’s really, write about what obsesses you.” https://t.co/C2Yv7H5h2u",31
0.0,Sat Mar 24 02:52:19 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTSports: Once West Virginia's leading scorer fouled out with 15 minutes left, top-seeded Villanova pulled away to advance to the East…",32
0.5859,Sat Mar 24 02:47:03 +0000 2018,0.789,0.0,0.211,The New York Times,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/vLckifnXWU,33
0.0,Sat Mar 24 02:32:02 +0000 2018,1.0,0.0,0.0,The New York Times,Can coffee rev up your workout? It may depend on your genes. https://t.co/ay3k3UI71Q,34
0.3612,Sat Mar 24 02:17:03 +0000 2018,0.898,0.0,0.102,The New York Times,"RT @julieturkewitz: “It’s going to look like millions and millions of people,” said Rebecca Schneid, 16, who is the editor of the newspaper…",35
0.0,Sat Mar 24 02:02:15 +0000 2018,1.0,0.0,0.0,The New York Times,"""Hamilton,"" ""Frozen"" and many Broadway shows all rehearse in one building in New York City. We take you behind the… https://t.co/DnTc9rvb48",36
-0.6486,Sat Mar 24 01:47:04 +0000 2018,0.815,0.185,0.0,The New York Times,4 members of an Iowa family who traveled to Mexico for vacation were found dead in a condominium. Officials said th… https://t.co/YRRZEYdRhT,37
0.8555,Sat Mar 24 01:32:04 +0000 2018,0.704,0.0,0.296,The New York Times,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",38
0.5994,Sat Mar 24 01:17:04 +0000 2018,0.83,0.0,0.17,The New York Times,"RT @NYTObits: H. Wayne Huizenga, the entrepreneur who expanded Blockbuster video and AutoNation into vast enterprises and owned three South…",39
0.0,Sat Mar 24 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ixJlyCMrwZ,40
0.4019,Sat Mar 24 04:39:15 +0000 2018,0.787,0.0,0.213,The New York Times,Trump Approves New Limits on Transgender Troops in the Military https://t.co/QbU2NftGFW,41
-0.5106,Sat Mar 24 04:21:01 +0000 2018,0.845,0.155,0.0,The New York Times,RT @nytopinion: In 2005 the Republican controlled Senate Foreign Relations Committee rejected John Bolton as President Bush's U.N. ambassad…,42
0.0,Sat Mar 24 04:02:03 +0000 2018,1.0,0.0,0.0,The New York Times,Why did this man kayak across the Atlantic Ocean 3 times? https://t.co/AVNoLa9s9U,43
0.34,Sat Mar 24 03:57:56 +0000 2018,0.854,0.0,0.146,The New York Times,How the Left and the Right Reacted to John Bolton as National Security Adviser https://t.co/1vMikv1PJa,44
-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,The New York Times,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",45
0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,The New York Times,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,46
-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,The New York Times,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,47
0.6808,Sat Mar 24 03:32:02 +0000 2018,0.65,0.081,0.268,The New York Times,"Math “constitutes the language through which alone we can adequately express the great facts of the natural world,”… https://t.co/83Ug5Ql4Gh",48
0.0,Sat Mar 24 03:17:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytpolitics: In an NYT interview in 2002, John Bolton was asked about the Bush administration's stance on North Korea. He grabbed a nea…",49
0.0258,Sat Mar 24 03:05:06 +0000 2018,0.667,0.164,0.169,The New York Times,RT @NYTSports: Kansas survived a late scare from Clemson to advance to the regional final.  https://t.co/WY4CDmv5t2,50
-0.3612,Sat Mar 24 03:02:03 +0000 2018,0.848,0.152,0.0,The New York Times,"“People say, write what you know, but it’s really, write about what obsesses you.” https://t.co/C2Yv7H5h2u",51
0.0,Sat Mar 24 02:52:19 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTSports: Once West Virginia's leading scorer fouled out with 15 minutes left, top-seeded Villanova pulled away to advance to the East…",52
0.5859,Sat Mar 24 02:47:03 +0000 2018,0.789,0.0,0.211,The New York Times,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/vLckifnXWU,53
0.0,Sat Mar 24 02:32:02 +0000 2018,1.0,0.0,0.0,The New York Times,Can coffee rev up your workout? It may depend on your genes. https://t.co/ay3k3UI71Q,54
0.3612,Sat Mar 24 02:17:03 +0000 2018,0.898,0.0,0.102,The New York Times,"RT @julieturkewitz: “It’s going to look like millions and millions of people,” said Rebecca Schneid, 16, who is the editor of the newspaper…",55
0.0,Sat Mar 24 02:02:15 +0000 2018,1.0,0.0,0.0,The New York Times,"""Hamilton,"" ""Frozen"" and many Broadway shows all rehearse in one building in New York City. We take you behind the… https://t.co/DnTc9rvb48",56
-0.6486,Sat Mar 24 01:47:04 +0000 2018,0.815,0.185,0.0,The New York Times,4 members of an Iowa family who traveled to Mexico for vacation were found dead in a condominium. Officials said th… https://t.co/YRRZEYdRhT,57
0.8555,Sat Mar 24 01:32:04 +0000 2018,0.704,0.0,0.296,The New York Times,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",58
0.5994,Sat Mar 24 01:17:04 +0000 2018,0.83,0.0,0.17,The New York Times,"RT @NYTObits: H. Wayne Huizenga, the entrepreneur who expanded Blockbuster video and AutoNation into vast enterprises and owned three South…",59
0.0,Sat Mar 24 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ixJlyCMrwZ,60
0.4019,Sat Mar 24 04:39:15 +0000 2018,0.787,0.0,0.213,The New York Times,Trump Approves New Limits on Transgender Troops in the Military https://t.co/QbU2NftGFW,61
-0.5106,Sat Mar 24 04:21:01 +0000 2018,0.845,0.155,0.0,The New York Times,RT @nytopinion: In 2005 the Republican controlled Senate Foreign Relations Committee rejected John Bolton as President Bush's U.N. ambassad…,62
0.0,Sat Mar 24 04:02:03 +0000 2018,1.0,0.0,0.0,The New York Times,Why did this man kayak across the Atlantic Ocean 3 times? https://t.co/AVNoLa9s9U,63
0.34,Sat Mar 24 03:57:56 +0000 2018,0.854,0.0,0.146,The New York Times,How the Left and the Right Reacted to John Bolton as National Security Adviser https://t.co/1vMikv1PJa,64
-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,The New York Times,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",65
0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,The New York Times,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,66
-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,The New York Times,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,67
0.6808,Sat Mar 24 03:32:02 +0000 2018,0.65,0.081,0.268,The New York Times,"Math “constitutes the language through which alone we can adequately express the great facts of the natural world,”… https://t.co/83Ug5Ql4Gh",68
0.0,Sat Mar 24 03:17:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytpolitics: In an NYT interview in 2002, John Bolton was asked about the Bush administration's stance on North Korea. He grabbed a nea…",69
0.0258,Sat Mar 24 03:05:06 +0000 2018,0.667,0.164,0.169,The New York Times,RT @NYTSports: Kansas survived a late scare from Clemson to advance to the regional final.  https://t.co/WY4CDmv5t2,70
-0.3612,Sat Mar 24 03:02:03 +0000 2018,0.848,0.152,0.0,The New York Times,"“People say, write what you know, but it’s really, write about what obsesses you.” https://t.co/C2Yv7H5h2u",71
0.0,Sat Mar 24 02:52:19 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTSports: Once West Virginia's leading scorer fouled out with 15 minutes left, top-seeded Villanova pulled away to advance to the East…",72
0.5859,Sat Mar 24 02:47:03 +0000 2018,0.789,0.0,0.211,The New York Times,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/vLckifnXWU,73
0.0,Sat Mar 24 02:32:02 +0000 2018,1.0,0.0,0.0,The New York Times,Can coffee rev up your workout? It may depend on your genes. https://t.co/ay3k3UI71Q,74
0.3612,Sat Mar 24 02:17:03 +0000 2018,0.898,0.0,0.102,The New York Times,"RT @julieturkewitz: “It’s going to look like millions and millions of people,” said Rebecca Schneid, 16, who is the editor of the newspaper…",75
0.0,Sat Mar 24 02:02:15 +0000 2018,1.0,0.0,0.0,The New York Times,"""Hamilton,"" ""Frozen"" and many Broadway shows all rehearse in one building in New York City. We take you behind the… https://t.co/DnTc9rvb48",76
-0.6486,Sat Mar 24 01:47:04 +0000 2018,0.815,0.185,0.0,The New York Times,4 members of an Iowa family who traveled to Mexico for vacation were found dead in a condominium. Officials said th… https://t.co/YRRZEYdRhT,77
0.8555,Sat Mar 24 01:32:04 +0000 2018,0.704,0.0,0.296,The New York Times,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",78
0.5994,Sat Mar 24 01:17:04 +0000 2018,0.83,0.0,0.17,The New York Times,"RT @NYTObits: H. Wayne Huizenga, the entrepreneur who expanded Blockbuster video and AutoNation into vast enterprises and owned three South…",79
0.0,Sat Mar 24 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ixJlyCMrwZ,80
0.4019,Sat Mar 24 04:39:15 +0000 2018,0.787,0.0,0.213,The New York Times,Trump Approves New Limits on Transgender Troops in the Military https://t.co/QbU2NftGFW,81
-0.5106,Sat Mar 24 04:21:01 +0000 2018,0.845,0.155,0.0,The New York Times,RT @nytopinion: In 2005 the Republican controlled Senate Foreign Relations Committee rejected John Bolton as President Bush's U.N. ambassad…,82
0.0,Sat Mar 24 04:02:03 +0000 2018,1.0,0.0,0.0,The New York Times,Why did this man kayak across the Atlantic Ocean 3 times? https://t.co/AVNoLa9s9U,83
0.34,Sat Mar 24 03:57:56 +0000 2018,0.854,0.0,0.146,The New York Times,How the Left and the Right Reacted to John Bolton as National Security Adviser https://t.co/1vMikv1PJa,84
-0.5574,Sat Mar 24 03:47:03 +0000 2018,0.746,0.194,0.06,The New York Times,"RT @nytclimate: The loss of sea ice is a bellwether of global warming, suggesting that climate change is not just something to worry about…",85
0.0,Sat Mar 24 03:43:42 +0000 2018,1.0,0.0,0.0,The New York Times,Elon Musk Joins #DeleteFacebook With a Barrage of Tweets https://t.co/au3PLZQyTw,86
-0.6597,Sat Mar 24 03:34:16 +0000 2018,0.614,0.386,0.0,The New York Times,Vietnam '67: The Tragedy of Hubert Humphrey https://t.co/iZCCJ16XAc,87
0.6808,Sat Mar 24 03:32:02 +0000 2018,0.65,0.081,0.268,The New York Times,"Math “constitutes the language through which alone we can adequately express the great facts of the natural world,”… https://t.co/83Ug5Ql4Gh",88
0.0,Sat Mar 24 03:17:04 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @nytpolitics: In an NYT interview in 2002, John Bolton was asked about the Bush administration's stance on North Korea. He grabbed a nea…",89
0.0258,Sat Mar 24 03:05:06 +0000 2018,0.667,0.164,0.169,The New York Times,RT @NYTSports: Kansas survived a late scare from Clemson to advance to the regional final.  https://t.co/WY4CDmv5t2,90
-0.3612,Sat Mar 24 03:02:03 +0000 2018,0.848,0.152,0.0,The New York Times,"“People say, write what you know, but it’s really, write about what obsesses you.” https://t.co/C2Yv7H5h2u",91
0.0,Sat Mar 24 02:52:19 +0000 2018,1.0,0.0,0.0,The New York Times,"RT @NYTSports: Once West Virginia's leading scorer fouled out with 15 minutes left, top-seeded Villanova pulled away to advance to the East…",92
0.5859,Sat Mar 24 02:47:03 +0000 2018,0.789,0.0,0.211,The New York Times,Here's how to create your own support system when you don't have a spouse or kids to fall back on https://t.co/vLckifnXWU,93
0.0,Sat Mar 24 02:32:02 +0000 2018,1.0,0.0,0.0,The New York Times,Can coffee rev up your workout? It may depend on your genes. https://t.co/ay3k3UI71Q,94
0.3612,Sat Mar 24 02:17:03 +0000 2018,0.898,0.0,0.102,The New York Times,"RT @julieturkewitz: “It’s going to look like millions and millions of people,” said Rebecca Schneid, 16, who is the editor of the newspaper…",95
0.0,Sat Mar 24 02:02:15 +0000 2018,1.0,0.0,0.0,The New York Times,"""Hamilton,"" ""Frozen"" and many Broadway shows all rehearse in one building in New York City. We take you behind the… https://t.co/DnTc9rvb48",96
-0.6486,Sat Mar 24 01:47:04 +0000 2018,0.815,0.185,0.0,The New York Times,4 members of an Iowa family who traveled to Mexico for vacation were found dead in a condominium. Officials said th… https://t.co/YRRZEYdRhT,97
0.8555,Sat Mar 24 01:32:04 +0000 2018,0.704,0.0,0.296,The New York Times,"Modern Love: ""I knew that when you find love, you jump in, almost involuntarily. You don’t sit on the edge negotiat… https://t.co/euo96xgH1a",98
0.5994,Sat Mar 24 01:17:04 +0000 2018,0.83,0.0,0.17,The New York Times,"RT @NYTObits: H. Wayne Huizenga, the entrepreneur who expanded Blockbuster video and AutoNation into vast enterprises and owned three South…",99
0.0,Sat Mar 24 01:02:04 +0000 2018,1.0,0.0,0.0,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ixJlyCMrwZ,100
